date,CPI_SG,Food_Index_SG,median_income_per_household_member_SG,income_index_SG,Food_Index_US,CPI_US,median_income_per_household_member_US,income_index_US
2025-09-01,157.05426356589146,157.05426356589146,3615.0,292.4757281553398,195.08218390804598,186.66666666666669,33492.0,205.78556799237916
2025-08-01,156.5891472868217,156.7441860465116,3615.0,292.4757281553398,194.4632183908046,186.19310344827585,33492.0,205.78556799237916
2025-07-01,155.65891472868216,156.7441860465116,3615.0,292.4757281553398,193.72241379310344,185.65977011494252,33492.0,205.78556799237916
2025-06-01,156.4341085271318,156.4341085271318,3615.0,292.4757281553398,193.42241379310346,185.37988505747126,33492.0,205.78556799237916
2025-05-01,156.5891472868217,156.4341085271318,3615.0,292.4757281553398,192.92356321839083,184.75,33492.0,205.78556799237916
2025-04-01,155.50387596899225,156.7441860465116,3615.0,292.4757281553398,192.4816091954023,184.36494252873564,33492.0,205.78556799237916
2025-03-01,155.968992248062,156.5891472868217,3615.0,292.4757281553398,192.48275862068965,183.79252873563217,33492.0,205.78556799237916
2025-02-01,156.12403100775194,156.4341085271318,3615.0,292.4757281553398,191.66551724137932,183.38045977011495,33492.0,205.78556799237916
2025-01-01,154.88372093023256,156.4341085271318,3615.0,292.4757281553398,191.20459770114945,182.56954022988506,33492.0,205.78556799237916
2024-12-01,156.12403100775194,155.968992248062,3615.0,292.4757281553398,190.12183908045978,181.382183908046,33492.0,205.78556799237916
